Date,SM,NO,CL,UB,SB,TP,CD,CN,GC,TY,YM,XB,CT,RX,W ,ST,Z ,AD,C ,VF,LA,SF,LN,IB,KC,XP,DU,CO,US,JA,EC,OE,NG,EO,SI,ES,XM,BO,G ,QS,LX,LP,BP,LH,TU,CC,S ,SE,NV,HO,GX,JY,FV,JB,LC,port_avg
1992-01-31,0.030119631292434775,0.0,0.03969776849355683,0.0,-0.12091981733423754,0.13177719077187638,0.1774174824599744,-0.1173985448642747,-0.0107208780766922,-0.27752309387577523,-0.38580485555071803,0.0,0.22258001439699296,0.009436530782478005,0.15825043455589966,0.0,0.03838677003071105,0.08515682062508066,-0.10665579097156916,0.10176377709514589,0.0,0.17998579262409328,0.0,0.0,0.14672334328130854,0.0,0.0,-0.08135631567775219,-0.18923868739848512,-0.09265399187232388,0.0,0.0,0.3666815047845379,0.1719986316219069,-0.13942351591319302,0.0,0.35351885934148214,-0.03529925773612311,0.10851369138201598,-0.0872902325489521,0.0,0.0,0.15300253887896798,-0.10892025438532633,-0.25777563851096474,0.08555321415952571,-0.045035882456431794,0.0,0.0,-0.038877206211970085,0.10449470053828487,-0.04202073206776019,-0.25205473941318657,-0.046183465809004634,-0.16505141599958734,0.0011791705534899297
1992-02-28,-0.023769290446027096,0.0,0.034813146687687715,0.0,-0.05618769624015763,0.09337637541210399,0.06798453247189251,-0.02799148385396174,0.061861184112344474,0.02504036299621493,0.04852385399337711,0.0,-0.056184574382078974,-0.009814175801680747,-0.17820952145641403,0.0,-0.03217935945865626,-0.012353098630285313,0.00041195927188325874,0.10582338982100524,0.0,0.09675155824513164,0.0,0.0,0.06973906332231729,0.0,0.0,-0.05075629793162178,0.008769993441620839,-0.1095574298116759,0.0,0.0,-0.042098817416421866,0.08480063694162628,0.04126526090648302,0.0,0.025210471518004193,-0.04700945591686183,0.019411155012122233,0.07280567703487525,0.0,0.0,0.03694235013780566,0.010783112306554415,-0.039086425156288275,0.1191381212054092,-0.024511156158723096,0.0,0.0,0.05577708893828973,0.0717776271162725,-0.10479977183576213,-0.021072264740264402,-0.03985996589935431,-0.003547503664560777,0.004945793310767732
1992-03-31,0.01620368106367337,0.0,-0.036610157923978946,0.0,0.10071709728942364,0.2234021142370477,0.044697094109963684,-0.13541417522331825,0.1403184928352419,-0.10234319619916314,0.06707983206348204,0.0,-0.07108459199638135,0.21974681228720666,-0.09240130120543646,0.0,0.16460208611537688,-0.13776088124844907,0.0941773958285209,-0.07220213084527417,0.0,0.02872882005147088,0.0,0.0,0.05939778666521093,0.0,0.0,0.04266652459965707,-0.08740570152180646,-0.009745390106478242,0.0,0.0,-0.20628981598883045,-0.055058412005589245,-0.0011016091707204373,0.0,-0.00573352062326809,0.024258241235396525,-0.2916862555859558,-0.005002240663016686,0.0,0.0,0.02937841013709124,-0.03925598075349275,-0.16690272919187585,0.2098017197595326,0.009268688355452873,0.0,0.0,-0.04618122043698863,-0.0708246376785668,-0.09665954253901171,-0.1236434553092668,0.04301927434437514,-0.06350294611958127,-0.007260833115605937
1992-04-30,-0.08434638328328486,0.0,-0.08650886239797145,0.0,0.11910684752642042,0.16081355943017267,0.021339606833754642,-0.011644960022716366,0.11216055830792858,-0.013393569888091594,-0.1522150164139786,0.0,-0.09285252978508926,0.048533129895376746,-0.035848462991005324,0.0,-0.2064005609055434,-0.11334057615495692,0.23531175599295237,-0.0864021213876115,0.0,0.018679549754125134,0.0,0.0,0.16230899747692468,0.0,0.0,0.1340984399452407,-0.037769096302154394,0.05578984033872929,0.0,0.0,-0.12021126392802685,0.13476836476415263,0.09485764138820867,0.0,-0.09284180296110864,0.05993824595208814,-0.2575018301489774,-0.11866840758566587,0.0,0.0,0.08419577658781127,-0.10551593409929914,0.08853603899363936,0.17319806648618882,0.0643620768460695,0.0,0.0,-0.10990149211237306,0.009479067506970673,-0.02683708663454266,0.029801497695863915,-0.26241898422284515,0.08132803569905682,-0.0022911244327921336
1992-05-29,-0.01718583090448809,0.0,-0.08755558961204897,0.0,0.07331579228840561,-0.051850639575186194,0.08617958228317897,0.15216285308800007,0.03387201882532735,0.1165556528873924,-0.021269070974958695,0.0,0.2028696671011372,-0.057883168058600894,-0.02052909585158617,0.0,-0.03375464317993953,0.015393214732724514,-0.08581070670476072,0.002648397242078006,0.0,-0.06668120437238093,0.0,0.0,0.011759396873334467,0.0,0.0,0.11888293672925707,0.12210734415512368,-0.08389533142127101,0.0,0.0,-0.17495843546461082,0.06113073585868275,-0.002695751567686927,0.0,-0.017555592941972852,-0.14809998481110095,0.027800352449630725,-0.05565940707248637,0.0,0.0,0.09305643884656797,0.07877300393671637,0.09379707260145137,0.12399446638524722,-0.07886700259184341,0.0,0.0,-0.08963923110207575,-0.11756133846443106,0.15420120139793522,0.131603691850763,0.04990410434265084,0.06379654865176995,0.01095186268828992
1992-06-30,-0.03990714605283609,0.0,0.04204142452990603,0.0,0.06087935355303404,0.1879249488076606,-0.03609519536287682,0.1105637235511231,-0.07823635380897673,0.08738251071558326,-0.1687622326645188,0.0,-0.20756184539483474,0.07233381833550259,-0.003955231766644401,0.0,0.22153162021273173,-0.08368906365282808,0.11674271540028117,0.1453757904482102,0.0,0.1886915284808873,0.0,0.0,0.2029903411885391,0.0,0.0,-0.027568051428583845,0.03383392252731828,-0.005543835100800605,0.0,0.0,-0.06182172287144426,-0.22051291829286865,0.0021706363591388472,0.0,-0.03497053332207383,0.08068571111409617,-0.0996688916882435,-0.03851742306332204,0.0,0.0,0.15477411343731406,-0.10490168248384162,0.1382988959420629,-0.07092251721117118,0.05806292589031174,0.0,0.0,0.008464464643464106,0.10838860196102144,0.05593664304908307,0.12721764217488712,0.07495773851743293,-0.13774509458355086,0.01561580603800316
1992-07-31,-0.10075546662371725,0.0,-0.03717567076725853,0.0,-0.03387968774751314,0.04380138361231144,-0.12411161639288634,0.27988212932921236,-0.18691483847778495,0.21119949417730308,0.18133550408109853,0.0,0.05372421898628617,0.18372924400481966,-0.18980082285465938,0.0,0.14353411033886507,0.021953059092142808,0.33302144437199344,-0.1940332450798005,0.0,0.13991855666942235,0.0,0.0,0.04778922635852763,0.0,0.0,-0.0023348866604613987,0.21108425523982538,-0.018726822689560375,0.0,0.0,0.337331693284923,-0.21334214028510326,0.09728394750596565,0.0,0.13138439834725232,0.24967585778408807,-0.0929322345885456,-0.063398044595461,0.0,0.0,0.0605500783047162,-0.1021105399608609,0.13351122953158204,-0.06980443258282618,-0.1749345237891382,0.0,0.0,-0.00045801619523228195,0.3493284250659254,-0.05617263588341064,0.1850060747876884,0.18133921817921494,-0.06302559873925188,0.033681315002539854
1992-08-31,-0.0018972105478928178,0.0,0.022040890035595333,0.0,-0.03640539530114756,-0.1819082687085358,0.10936067619107173,0.0006321338697290427,0.25578131243752367,0.05250399416324057,-0.47804641087276817,0.0,0.19455486546724865,-0.1676786795075175,0.011628120045661258,0.0,0.10642217724982274,0.31086088136176016,0.019245497467352747,0.1228574034382513,0.0,0.16867634838830078,0.0,0.0,0.07820085429874929,0.0,0.0,-0.05912346191025368,0.006401196276381191,0.23186738666765447,0.0,0.0,0.1373846194426247,0.13775926242874229,0.15978755249579665,0.0,-0.2728767245317498,0.060102959731620186,0.12811149102630598,0.09922247124663428,0.0,0.0,0.12312493128681992,-0.1365317227415505,0.1010228768567562,-0.04512811185056687,0.026065274366318014,0.0,0.0,0.024429688974834076,0.16644230612222596,0.14307492593378446,0.09816533750357974,0.02545651751253976,-0.0005170942794352567,0.03165583403700923
1992-09-30,0.08115689785677055,0.0,-0.02828049563880867,0.0,-0.12595604193272342,0.051220608982839984,0.5273346890314272,-0.18308422073933678,-0.04230544729004185,0.09074037939331864,-0.013840801225637306,0.0,0.038539631991936565,-0.262583607249315,0.09982969605377014,0.0,-0.23387895242411263,0.034567814704423286,0.02427448268265379,-0.052423098540283646,0.0,0.038039024748440134,0.0,0.0,-0.029560768961720718,0.0,0.0,0.0433499482383065,0.05851991866418846,0.03102933933466625,0.0,0.0,0.23920505869639497,-0.08069751082438766,0.00809044420396777,0.0,0.040425171204266606,-0.04359228221583396,-0.1246961851495809,-0.019596437531492913,0.0,0.0,-0.3742210757456682,0.13450750757950722,0.12010323974415245,0.08652121171965188,0.005497663492140713,0.0,0.0,-0.060412834879154935,0.12235361415150768,0.11279321257129511,0.11874118413468762,0.04275801969231051,0.07927945726270984,0.010068153741586094
1992-10-30,0.06010514291181256,0.0,0.15037971333252773,0.0,-0.006215030740229115,0.03082293179408947,-0.07378124781899006,0.12909613047942292,0.11819362229982115,-0.16047695785854085,0.014501875973066406,0.0,0.02442823213146053,0.01472642572127774,0.021742743051692746,0.0,-0.047350991209605696,0.11575205360545462,0.09207623045849599,0.00013402386889158259,0.0,-0.23603082741228382,0.0,0.0,-0.21907359070359977,0.0,0.0,-0.12176258181342998,-0.12868542448194398,0.007637875398754775,0.0,0.0,-0.02643284233271283,0.13994150012982182,0.004542349348277001,0.0,0.004789124698278351,-0.04246252881579106,-0.15521373445274092,0.09554982864710711,0.0,0.0,-0.28584798970764663,-0.025780510891632295,-0.22593568380520293,0.08887117047165377,-0.035765525340526474,0.0,0.0,0.16020698286710222,-0.02686436226021842,-0.12267630867456843,-0.1862263131834848,0.06645048663322584,-0.00027014429098100697,-0.014307348217670813
1992-11-30,0.032996859849615964,0.0,0.11174394147742715,0.0,0.06289651827552113,-0.04688815679378158,0.27362086749439624,-0.20205412808317483,0.08099118699344426,-0.040433201847725635,0.033132930866984135,0.0,-0.19740215032179126,-0.03290651881020933,-0.1405037997550918,0.0,-0.06672128262395474,0.09616270529176332,-0.05747653346875076,0.01881377184111893,0.0,-0.09436971728990723,0.0,0.0,-0.0588383854515309,0.0,0.0,0.0870001052545937,0.009856303541552838,-0.042935087929206334,0.0,-0.01274516899270308,-0.017135380262208712,-0.021076671041392506,0.028887539634438224,0.0,0.10036376704490167,-0.09806066275242227,-0.10085113553591354,0.12293946413145952,0.0,0.0,0.05741901304014968,0.10023666668300245,-0.12140663796250213,-0.04429736027607914,-0.04979558505265658,0.0,0.0,0.13839080433964693,-0.04107344166952854,-0.04496974553241377,-0.0929378683529731,0.022805177839970343,0.16736310648057406,-0.0014410525404610402
1992-12-31,-0.10171165885822515,0.0,0.05909843532046085,0.0,0.0030333386495264127,0.03620734774724825,-0.109663398701753,0.05602354137920275,0.04215885573948461,0.11512194519997247,-0.036950923935083285,0.0,-0.01757333471069866,0.06409489759082868,-0.10984925498526418,0.0,0.028434206576623055,-0.05086032003964537,0.06068830961831044,-0.04115352213235948,0.0,0.05173000994744937,0.0,0.0,-0.06580427134939433,0.0,0.0,0.11254900898995734,0.12948254086324784,0.0008640154643813517,0.0,0.062041312231171,-0.08317511298007793,-0.04444828154790574,0.05655656692270834,0.0,-0.023710131318842684,0.008105588567778056,0.1334541134235232,0.07979721095892164,0.0,0.0,0.008481236864144618,0.01384690829025114,0.11788276929695533,0.08868260842839039,-0.018867293336849705,0.0,0.0,0.012536522016926125,0.024221936393659015,-0.02119312268222172,0.07737213001964281,0.08897830104582058,0.16940542139272946,0.017743426406563526
1993-01-29,0.08293857663402728,0.0,-0.024327223830694876,0.0,0.02487647420243884,0.007495879633252026,-0.0294544656227906,-0.022243932525170068,0.05228235906225671,0.165829823697087,-0.0439132873557836,0.0,-0.012019155800519765,0.046664037306873275,-0.1611294387253921,0.0,-0.03543402274228697,0.06801401718399085,0.03084057494214044,0.0967200459123495,0.0,0.03169535364928683,0.0,0.0,0.400036469494362,0.0,0.0,-0.00178746519028189,0.1287343772720882,0.04670665342624252,0.0,0.03549873603721764,-0.0025777714977732193,-0.04323533273354743,0.02594218473655292,0.0,-0.07048597254884352,-0.0038006281919852987,0.0025814582549268405,0.0770300338257122,0.0,0.0,0.03270459705663221,0.01278082603159733,0.15621511605599325,0.03355619334490948,0.006121697679072141,0.0,0.0,-0.0435437717329678,-0.021995522098806054,0.0037027096145575387,0.21712586456915955,0.09279343259213392,0.014764861357862338,0.025049170235925084
1993-02-26,0.10831465410877518,0.0,-0.007922431010391336,0.0,0.26961555478917937,0.025533416699333372,-0.11549770584860602,0.16071427973500865,0.03499982939166809,0.15084039659470844,-0.17509599266005682,0.0,0.12560868456402952,0.2855918798249234,0.05178770737994498,0.0,0.04266453750787614,-0.10030426384326815,0.05196265440788632,-0.1797977313388687,0.0,0.06702473294823673,0.0,0.0,-0.04075418753983476,0.0,0.0,-0.033499266803891606,0.18101265975326492,-0.3154451747303136,0.0,0.20648923736969546,0.22486349935993158,-0.1402077798927231,0.07869606751102044,0.0,-0.15837245637729103,-0.0008054510663400641,0.12299006963359231,-0.03343713371436878,0.0,0.0,0.08760629846764645,0.096867534072493,0.1096411303691077,0.011378064467636131,-0.013006434064686817,0.0,0.0,-0.034161648344601545,-0.12665398764841865,-0.24346262084511036,0.12724432838373625,0.2639275095562607,0.16897015342096286,0.024289465719784492
1993-03-31,-0.1597119917858401,0.0,-0.0430027794048077,0.0,0.2911281276288656,-0.1966066689359677,0.04347460450216972,-0.07808339771872705,-0.11844377888997397,-0.008597545112037629,-0.003860998214463335,0.0,-0.06938911718224823,-0.047116569098825264,-0.08787684209659775,0.0,-0.0008260959402176509,-0.06780575258649679,-0.1592830700585102,-0.013949015242172947,0.0,-0.06479216519078174,0.0,0.0,0.09209440835868284,0.0,0.0,-0.00893306872713568,-0.014399666578696403,-0.05171372060161894,0.0,-0.0448114144941121,0.1932793047652268,-0.09496189664456302,-0.19650715137976268,0.0,-0.03726835758872615,0.030393051653525304,0.03949654439511562,-0.01703474341318191,0.0,0.0,-0.13292447665914828,0.26083624358838625,-0.030808095567328938,0.026294395247477557,-0.044169794652023954,0.0,0.0,-0.06281757289491012,0.028428173775656887,0.11506331009083441,-0.0093228561231543,-0.25852171469288293,0.07500815454353936,-0.016873527253189694
1993-04-30,0.020696405590456032,0.0,0.044420298843335225,0.0,0.017288798587352227,-0.2087112007149873,0.0708015211866289,-0.01969962348024043,-0.252963487363863,0.03501963658686821,0.05756202225515909,0.0,-0.019292334638296015,-0.08912584625745654,0.0010215083967403324,0.0,-0.0780414731101285,0.002240109395087221,0.04218699208837444,0.13283782909358352,0.0,0.11539973144646062,0.0,0.0,-0.06922080844005202,0.0,0.0,0.016888404005277757,0.019712803698246583,-0.06380191034786277,0.0,-0.054801421866350966,0.2288891161715392,0.05712748978247232,-0.2823820938402719,0.0,0.053143228726302415,0.010479633949785462,-0.12194766049182643,-0.08697336933584864,0.0,0.0,-0.09751210921257439,-0.1684694011715402,0.0635205304254771,0.02025572519269218,0.0035683619012883494,0.0,0.0,0.02222335107453189,0.09226080214203565,0.12980137799634917,0.059624918195374854,-0.0729805107232392,0.022191386468402782,-0.006304750323540303
1993-05-31,-0.11078376833852625,0.0,0.096008231989956,0.0,-0.16886072959253295,0.003774012887740758,0.013054338280631999,0.0441155122806666,0.2557276952284293,-0.026543077370121026,-0.1125182069662677,0.0,-0.030955173328367166,-0.06789594096721176,-0.09504091408860328,0.0,-0.021707038266416595,0.10846256630501558,0.12595746578750644,0.08581784202728844,0.0,0.028910797356033368,0.0,0.0,0.010809995138166351,0.0,0.0,0.04654260130526763,0.004333581093071117,0.03631148618660688,0.0,-0.1030943266959121,-0.08364413675996554,0.044496311659857894,0.09536086861151744,0.0,-0.08553003998399086,-0.03707008038847712,-0.0063000305765754765,0.08232823590053305,0.0,0.0,0.017543637602098563,-0.0012844002993597252,-0.18200986754919332,0.06996099489912579,-0.1087491441385532,0.0,0.0,0.03715969683964794,0.018246830131152143,0.13005598069678057,-0.07622148481905712,0.004289079051155237,-0.0891181266554725,-0.0008737950095700845
1993-06-30,-0.25187385566186715,0.0,0.2107325580392345,0.0,-0.07299278783879169,-0.06440188411871511,0.05306254302499551,0.08495728600512982,-0.016936530321058445,0.17559504335140014,0.06509095179397723,0.0,-0.1837477382479059,0.11655510739947718,-0.029363345397746477,0.0,-0.02970728489174243,0.11167764320409891,0.03177050560483528,-0.12783470815127146,0.0,-0.18583237129847066,0.0,0.0,0.054941253847151254,0.0,0.0,0.1771791250639243,0.2001605419151501,0.06929540458287102,0.0,0.0839230477326502,-0.05519145722787338,-0.16916399208191546,-0.026010269553377256,0.0,-0.05610251252702688,-0.25328152054633035,0.1895424980391073,0.11592437475223218,0.0,0.0,0.12939395257900752,-0.07520365792606809,0.10041877627292324,0.029312046389269875,-0.2683996581406423,0.0,0.0,0.0848030647504996,-0.10430979343738782,0.005466870366422932,0.15242226489227914,0.0994190789819749,0.09400553103854921,0.008459929131981278
1993-07-30,-0.29116030922713626,0.0,0.2525102681050159,0.0,0.10849899449657965,0.0842844971076566,0.024807382989404193,0.11179780607774911,0.23817568519628368,-0.015742600216854762,-0.0718981779685499,0.0,-0.08084848578258551,0.01551144397901479,0.12814246204960814,0.0,0.024048186869801532,-0.1359341530547212,-0.08236139861128103,-0.14316967632368066,0.0,0.018323794744427156,0.0,0.0,-0.18124410164857116,0.0,0.0,0.16947927962889256,0.06023375536821188,-0.0983748879321377,0.0,0.015431984160006983,0.03500286559064369,0.1395089383892339,0.27998932987873976,0.0,-0.11373707709903932,-0.05453220812970328,0.1052990041548758,0.11956388191933061,0.0,0.0,0.01493230541389361,0.17437090995450336,-0.05388873968331201,-0.06115155362030293,0.11917792127101932,0.0,0.0,0.12259955776091863,-0.2048672741039115,0.06524451643487227,-0.03374624037946376,0.13477954249901364,0.035556999182499924,0.01772026235347174
1993-08-31,-0.13025879187829228,0.0,-0.0185134294542383,0.0,0.032426455610428354,0.02393900400578682,0.25314260632807867,0.14936069057696416,-0.2682280466679424,0.15327821579685047,-0.014236466864835732,0.0,0.15070860295254102,0.17082473777316806,0.02620923655888481,0.0,0.18325839586103967,0.10443877655768613,0.06357513876621995,0.10920012073559397,0.0,-0.09357174549580798,0.0,0.2227343838818851,-0.015456512229917148,0.0,0.0,-0.021258966005001323,0.1800690740627793,0.22492499773817465,0.0,0.0985044752629281,0.06933101007565368,0.29868853842842663,-0.1580715006734868,0.0,-0.03781389695558458,0.01746057223858793,0.23117331342302572,-0.01133332852737416,0.0,0.0,-0.01640611695277832,0.0626961953141675,0.10632927825916974,-0.06918049620082428,-0.08712725765184925,0.0,0.0,-0.07059281712682676,0.13721276161018886,-0.007166003899677888,0.16221353734300686,0.09065435157711814,-0.00942348415101554,0.04170392018187094
1993-09-30,-0.1582274304367838,0.0,-0.06007116465796755,0.0,-0.04141379913793606,-0.09193219014850083,0.08848386123456926,-0.14009986638582123,-0.12272356880812803,0.02974229033131642,-0.10384313881222788,0.0,-0.04596167177123169,0.04392687349660722,0.016892628880989042,0.0,-0.09519309162088611,0.17512649584395482,-0.06653872599441664,-0.12453616145761132,0.0,-0.10429783389481057,0.0,-0.13873025382939974,-0.04212776713189635,0.0,0.0,0.01250584450809072,-0.003952199566306045,0.11610200322620186,0.0,0.032872105195173494,-0.12716876273188185,-0.15976797783758998,-0.2034895485800766,0.0,-0.1095732670412783,-0.009997430953763441,-0.049536056413110756,-0.16411079109022234,0.0,0.0,-0.01150973635710986,0.0008082853085226108,-0.006391813373424588,-0.0845098798021627,-0.10317385184814737,0.0,0.0,-0.09534068047369029,-0.04675478471371567,-0.04127346960473078,0.012501972678871166,0.10906869146005842,-0.10325347971510589,-0.03668126076410144
1993-10-29,-0.03759234192631239,0.0,0.21950740356033782,0.0,-0.03383235296751192,0.0031303604425343607,-0.06653024026620537,0.18037749968645966,-0.06589314783606721,-0.02793894322088541,0.059539724201234,0.0,-0.05878199385119587,0.11999420411646458,0.11192493667933044,0.0,0.1778469170998864,-0.11875415735847082,-0.08884089023517823,0.0741784567164033,0.0,0.13382664325410296,0.0,0.15036488860162095,0.04669366373265903,0.0,0.0,0.23746369913021026,0.003040806215528211,-0.130042153109578,0.0,0.14552876358385383,-0.05986156660141527,0.25056090504124495,0.08688812622564428,0.0,0.0413618340383756,-0.021271620258338203,0.04181783656550615,0.24955423458600173,0.0,0.0,0.021341184699681704,0.07083821516140561,-0.05732626592728859,0.07966407223495553,-0.05158794432829264,0.0,0.0,0.23101834695129683,0.2342928659826226,-0.062073388836477644,-0.013549701822774653,0.08212494637620855,0.013690218673142383,0.03950352809110398
1993-11-30,0.12071179107799423,0.0,0.27279886701672135,0.0,0.04234266265163664,-0.38228117953655827,0.028956177355984672,-0.004168973215152022,0.003610085685336707,-0.10722081966328063,-0.11955298833471831,0.0,-0.07646132273590656,-0.05006765897814663,0.11523528147691818,0.0,-0.006935207076413595,0.04338994783162496,0.15326333547197002,-0.10835271490901768,0.0,-0.00010658772574582619,0.0,-0.1398138056682644,0.045118339099531085,0.0,0.0,0.25103522606796247,-0.11524236084082247,0.0186087023114414,0.0,0.02839468575851136,-0.018288083029666457,0.005625079384614982,0.018091150881526165,0.0,-0.13915293684391958,0.3000107412026777,0.12019021044749309,0.0519721591925597,0.0,0.0,-0.02010996828096971,-0.17078573831948923,-0.09068589364075981,-0.12540581876159348,0.09433629609794703,0.0,0.0,0.2407321391042687,-0.04074157122866806,-0.04826233036694779,-0.10493636277407334,0.17140012665698404,-0.14346114502844556,0.0020689006875480903
1993-12-31,0.0035048393410540726,0.0,0.16448178300059638,0.0,-0.04284626396140576,-0.07293892640372945,-0.05761068549225899,0.1342251097331589,0.125415581176422,0.006678410941560452,0.026241708508380607,0.0,-0.16699416660355268,0.12641996120831053,0.16177775303745376,0.0,0.24086828338219166,-0.12205000045748363,0.15331203683445804,0.16138084377956802,0.0,-0.018063698526147816,0.0,0.20239264947520583,0.08851081921038165,0.0,0.0,0.18718821923449983,0.0022199192147712033,-0.21869946766842924,0.0,0.07216553105619729,-0.058534707674867376,0.2041958465282264,0.1827865227868073,0.0,0.00706765291875,0.19736762275887043,0.21299794709368114,0.2619432684378848,0.0,0.0,0.0302376199979745,-0.05456105718031289,-0.043229398918289266,0.1334749666162264,0.09439868606361146,0.0,0.0,0.142960913468817,0.2294524806561783,-0.0929490782374737,-0.014271414708422608,0.1257752392168427,0.04312761849420505,0.05017856306072565
1994-01-31,-0.08480183018859157,0.0,-0.11059854000570173,0.0,-0.024139067182038804,0.11123490179584132,0.054240919847974786,0.13836098872133576,-0.07521360473601992,0.10248416899732384,0.06589670321800849,0.0,-0.2720315953913203,-0.09824968190272466,-0.04367649485446522,0.0,0.05349593532600357,-0.18970241804557406,-0.13233413489658696,0.048930154983425005,0.0,-0.07105829443870326,0.0,0.2183024868471606,-0.010225427796726803,0.0,0.0,-0.14145821431014613,0.09959248365239667,0.15473582483881707,0.0,-0.11520971775869907,0.35802734619276644,0.12755375753075554,0.0023498346413571175,0.0,0.08775035014319575,-0.041775750108529505,-0.06817031435908733,-0.051932762332353125,0.0,0.0,-0.07328391379202137,0.2459924400664595,0.07008631523471132,0.07050464737905351,-0.07525200006639793,0.0,0.0,-0.27993983736205874,-0.06843146595941856,0.09922248996638343,0.14013577059744572,-0.3595141226791009,-0.014778977321422651,-0.00277964810013224
1994-02-28,-0.035118336804761584,0.0,0.08717066875259735,0.0,0.11754000266561947,0.10989877862011595,0.1185907381354181,-0.29039850976978077,-0.012607699017911568,-0.22818380100320718,-0.3456863986795384,0.0,0.026573246699993346,-0.38342812142607424,-0.17815734942245187,0.0,-0.1572813504231762,0.026886217385393953,-0.04243920143399283,-0.11294682077791801,0.0,0.07018387452110496,0.0,-0.13313022815562417,0.03538827158182682,0.0,0.0,0.11784094591671608,-0.19197018960270887,0.05157981149014451,0.0,-0.40914512891243754,-0.06491457445942204,-0.12138399613274464,0.05649098928910829,0.0,-0.35689891385652833,-0.007488323454058852,-0.2881633283362592,0.04513954186463689,0.0,0.0,-0.048731948721551524,-0.09169496202548699,-0.27371318100358333,-0.03842303910416729,-0.03573713952291166,0.0,0.0,-0.015697082456464232,-0.12913428616182432,0.13546925338492874,-0.2124892633095956,-0.0390194410005832,0.028449550525167636,-0.05848692225712713
1994-03-31,-0.0029989676855423533,0.0,-0.0507288120438096,0.0,-0.016435651272136396,-0.08465121361254245,0.19304563125780874,-0.35694872182942633,0.06420073441659131,-0.2780864039352439,0.37543115118422515,0.0,-0.03152184308531485,0.005711351268050642,-0.10461601368846495,0.0,-0.22175007599712185,-0.08905449396061238,-0.16895241566190083,-0.182218469951801,0.0,0.03220934374662391,0.0,-0.1617248951050517,0.09650251821972816,0.0,0.0,-0.017339693659292475,-0.21742620562373097,-0.0650661409003522,0.0,0.06657890985794314,-0.08141737675234847,-0.13367971769218595,0.10044599220011458,0.0,0.3885971481709501,-0.013663829327052646,-0.20239591039571667,0.03254315397954908,0.0,0.0,-0.003420322145105575,-0.13492001779615417,0.274325945889617,-0.00750517041579371,-0.01303541169070587,0.0,0.0,-0.019470660564809027,0.03471898520425539,0.05949155345389334,-0.2591557865318374,0.03341754092478797,0.034739067312338424,-0.020476821713410486
1994-04-29,-0.057304054561578215,0.0,-0.16670888257770147,0.0,0.10058340051043167,0.04748042263857657,-0.0002040848248503138,-0.05418113736120862,-0.13019662420955844,0.07742584504760802,0.1198961927887855,0.0,0.2045401310616946,0.11100875354842275,-0.027551432509472982,0.0,0.05474375982879481,-0.08722210205660702,0.05693274334700377,-0.08175210324035416,0.0,0.016798093583031293,0.0,0.08625049515367128,0.12136631864278181,0.0,0.0,-0.21826882833748099,0.08069506846342515,0.137836112015664,0.0,0.11043286948508987,-0.038676051838827004,0.06019501947641069,-0.12025387249025328,0.0,0.1673936594873594,0.007796663726642365,-0.06938588884029688,-0.14608852338382255,0.0,0.0,-0.09244142298589157,0.0794926144494919,0.25003327123930724,0.03602371055300681,-0.023471533023814453,0.0,0.0,-0.07196436881503979,0.08338341261274668,0.009073198070592462,0.1401776500397887,0.0043231260919811216,0.193286102542352,0.01766359496996187
1994-05-31,0.15988073389169208,0.0,-0.14394960802915363,0.0,-0.03719574340511037,-0.07567854884520199,0.008090144811188808,0.13592799416983894,0.0693266014634924,0.03129925141930061,0.04241253700169395,0.0,0.0016009138674262747,0.15454515644616887,-0.026655048153722757,0.0,-0.15069157933115515,0.1237174075981345,-0.05189192786105401,-0.1518058580835219,0.0,-0.01673644354588404,0.0,-0.024197571636855937,0.5802767581623121,0.0,0.0,-0.07434186119524586,0.04163811539430601,-0.08461477124740177,0.0,0.15648911456151673,0.1360488689352676,-0.06860809520191456,0.043562955882162274,0.0,0.1199065812066112,-0.04133516513318955,-0.19180171303264668,-0.031717556965256584,0.0,0.0,0.03633001924369266,0.18894893449751773,0.08776607715217184,-0.2581341968918718,0.08499849702630921,0.0,0.0,-0.0622211398252737,-0.12305163850527476,-0.10875047436239105,0.045615316078976606,0.008942352905153793,0.33791046511795714,0.015851924646923005
1994-06-30,-0.0998709626100245,0.0,-0.10999050703761377,0.0,0.06847287168759643,0.01668061975001778,0.00974038611215957,0.1530048223900415,0.0299308813115387,0.05403980227945465,0.22875820710886205,0.0,-0.31483907511131853,0.04694574505652624,-0.09329239519879197,0.0,0.05056738546115322,-0.06929544910091263,-0.20435868861541429,-0.1530746148232991,0.0,0.18915772011189663,0.0,-0.1845173093036232,0.42102730992999,0.0,0.0,-0.05662541235976552,0.057332088541050596,0.10904530634358724,0.0,0.16469130091077588,-0.0842170375899973,-0.1491525640425515,-0.04609005335281438,0.0,0.21379320801368187,-0.12382661173103243,0.0010855332730697735,-0.021643880506768805,0.0,0.0,-0.10236850578368378,0.0076073045502653295,0.05965242905474059,-0.09196009017268658,-0.1069544308509214,0.0,0.0,0.02580634029181574,-0.1177000668320744,-0.18311746111469318,0.055024007672275076,-0.18995844698808187,0.07472627993850942,-0.008468436606128381
